site_number,file,line,call_signature,verdict,auth_method,evidence_quote,severity,verified_at,verified_by
369,server/src/routes/aiRmf.ts,61,router.post('/systems/:aiSystemId/assessments'; authorize('admin'; 'editor'); asyncHandler(aiRmfController.createAssessment.bind(aiRmfController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
370,server/src/routes/aiRmf.ts,62,router.get('/systems/:aiSystemId/assessments'; asyncHandler(aiRmfController.getAssessments.bind(aiRmfController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
371,server/src/routes/aiRmf.ts,63,router.delete('/assessments/:assessmentId'; authorize('admin'; 'editor'); asyncHandler(aiRmfController.deleteAssessment.bind(aiRmfController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
372,server/src/routes/aiRmf.ts,69,router.post('/systems/:aiSystemId/profiles'; authorize('admin'; 'editor'); asyncHandler(aiRmfController.createProfile.bind(aiRmfController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
373,server/src/routes/aiRmf.ts,75,router.post('/systems/:aiSystemId/risk-activities'; authorize('admin'; 'editor'); asyncHandler(aiRmfController.createRiskActivity.bind(aiRmfController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
374,server/src/routes/aiRmf.ts,76,router.patch('/risk-activities/:riskActivityId'; authorize('admin'; 'editor'); asyncHandler(aiRmfController.updateRiskActivity.bind(aiRmfController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
375,server/src/routes/aiRmf.ts,82,router.post('/systems/:aiSystemId/calculate-trustworthiness'; authorize('admin'; 'editor'); asyncHandler(aiRmfController.calculateTrustworthinessScore.bind(aiRmfController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
376,server/src/routes/aiRmf.ts,83,router.get('/dashboard'; asyncHandler(aiRmfController.getDashboardData.bind(aiRmfController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
377,server/src/routes/soc2.ts,41,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
378,server/src/routes/soc2.ts,51,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
379,server/src/routes/soc2.ts,65,router.patch(,UNCLASSIFIED,,,UNCLASSIFIED,,
380,server/src/routes/soc2.ts,80,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
381,server/src/routes/soc2.ts,90,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
382,server/src/routes/soc2.ts,98,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
383,server/src/routes/soc2.ts,113,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
384,server/src/routes/soc2.ts,127,router.patch(,UNCLASSIFIED,,,UNCLASSIFIED,,
385,server/src/routes/soc2.ts,160,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
386,server/src/routes/soc2.ts,182,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
387,server/src/routes/soc2.ts,209,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
388,server/src/routes/soc2.ts,223,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
389,server/src/routes/soc2.ts,236,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
390,server/src/routes/soc2.ts,250,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
391,server/src/routes/soc2.ts,264,router.patch(,UNCLASSIFIED,,,UNCLASSIFIED,,
392,server/src/routes/soc2.ts,289,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
393,server/src/routes/soc2.ts,303,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
394,server/src/routes/soc2.ts,317,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
395,server/src/routes/soc2.ts,329,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
396,server/src/routes/webhooks.ts,126,router.get('/event-types'; asyncHandler(webhookController.getEventTypes.bind(webhookController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
397,server/src/routes/webhooks.ts,172,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
398,server/src/routes/webhooks.ts,184,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
399,server/src/routes/webhooks.ts,191,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
400,server/src/routes/webhooks.ts,200,router.delete(,UNCLASSIFIED,,,UNCLASSIFIED,,
401,server/src/routes/webhooks.ts,208,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
402,server/src/routes/webhooks.ts,239,router.get('/'; asyncHandler(webhookController.getWebhooks.bind(webhookController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
403,server/src/routes/webhooks.ts,242,router.get('/:webhookId'; asyncHandler(webhookController.getWebhook.bind(webhookController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
404,server/src/routes/webhooks.ts,245,router.post('/'; authorize('admin'); validateBody(createWebhookSchema); asyncHandler(webhookController.createWebhook.bind(webhookController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
405,server/src/routes/webhooks.ts,248,router.patch('/:webhookId'; authorize('admin'); validateBody(updateWebhookSchema); asyncHandler(webhookController.updateWebhook.bind(webhookController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
406,server/src/routes/webhooks.ts,251,router.delete('/:webhookId'; authorize('admin'); asyncHandler(webhookController.deleteWebhook.bind(webhookController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
407,server/src/routes/webhooks.ts,254,router.post('/:webhookId/test'; authorize('admin'); asyncHandler(webhookController.testWebhook.bind(webhookController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
408,server/src/routes/webhooks.ts,257,router.post('/:webhookId/regenerate-secret'; authorize('admin'); asyncHandler(webhookController.regenerateSecret.bind(webhookController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
409,server/src/routes/webhooks.ts,264,router.get('/events/history'; asyncHandler(webhookController.getEventHistory.bind(webhookController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
410,server/src/routes/webhooks.ts,267,router.post('/events/:eventId/retry'; authorize('admin'); asyncHandler(webhookController.retryEvent.bind(webhookController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
411,server/src/routes/webhooks.ts,274,router.get('/keys/list'; asyncHandler(webhookController.getApiKeys.bind(webhookController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
412,server/src/routes/webhooks.ts,277,router.post('/keys'; authorize('admin'); validateBody(createApiKeySchema); asyncHandler(webhookController.createApiKey.bind(webhookController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
413,server/src/routes/webhooks.ts,280,router.delete('/keys/:keyId'; authorize('admin'); asyncHandler(webhookController.revokeApiKey.bind(webhookController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
414,server/src/routes/workflow.ts,40,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
415,server/src/routes/workflow.ts,80,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
416,server/src/routes/workflow.ts,107,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
417,server/src/routes/workflow.ts,130,router.patch(,UNCLASSIFIED,,,UNCLASSIFIED,,
418,server/src/routes/workflow.ts,165,router.delete(,UNCLASSIFIED,,,UNCLASSIFIED,,
419,server/src/routes/workflow.ts,184,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
420,server/src/routes/workflow.ts,217,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
421,server/src/routes/workflow.ts,264,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
422,server/src/routes/workflow.ts,282,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
423,server/src/routes/workflow.ts,351,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
424,server/src/routes/workflow.ts,382,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
425,server/src/routes/workflow.ts,398,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
426,server/src/routes/workflow.ts,438,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
427,server/src/routes/workflow.ts,464,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
428,server/src/routes/workflow.ts,490,router.patch(,UNCLASSIFIED,,,UNCLASSIFIED,,
429,server/src/routes/workflow.ts,523,router.delete(,UNCLASSIFIED,,,UNCLASSIFIED,,
430,server/src/routes/risks.ts,84,router.get('/'; asyncHandler(risksController.list.bind(risksController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
431,server/src/routes/risks.ts,121,router.get('/:id'; asyncHandler(risksController.getById.bind(risksController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
432,server/src/routes/risks.ts,158,router.post('/'; authorize('admin'; 'editor'); validateBody(createRiskSchema); asyncHandler(risksController.create.bind(risksController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
433,server/src/routes/risks.ts,230,router.patch('/:id'; authorize('admin'; 'editor'); validateBody(updateRiskSchema); asyncHandler(risksController.update.bind(risksController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
434,server/src/routes/risks.ts,259,router.delete('/:id'; authorize('admin'); asyncHandler(risksController.delete.bind(risksController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
435,server/src/routes/risks.ts,325,router.post('/prioritize'; authorize('admin'; 'editor'); asyncHandler(risksController.prioritize.bind(risksController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
436,server/src/routes/risks.ts,406,router.post('/:id/remediation'; authorize('admin'; 'editor'); asyncHandler(risksController.generateRemediation.bind(risksController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
437,server/src/routes/risks.ts,473,router.post('/scan'; authorize('admin'; 'editor'); asyncHandler(risksController.scan.bind(risksController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
438,server/src/routes/search.ts,36,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
439,server/src/routes/search.ts,209,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
440,server/src/routes/search.ts,375,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
441,server/src/routes/search.ts,422,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
442,server/src/routes/frameworks.ts,41,router.get('/scores/history'; asyncHandler(async (req: Request; res: Response) => {,UNCLASSIFIED,,,UNCLASSIFIED,,
443,server/src/routes/frameworks.ts,137,router.get('/templates'; asyncHandler(async (_req: Request; res: Response) => {,UNCLASSIFIED,,,UNCLASSIFIED,,
444,server/src/routes/frameworks.ts,143,router.get('/templates/:frameworkType'; asyncHandler(async (req: Request; res: Response) => {,UNCLASSIFIED,,,UNCLASSIFIED,,
445,server/src/routes/frameworks.ts,162,router.post('/:id/apply-template'; authorize('admin'; 'editor'); validateBody(applyTemplateSchema); asyncHandler(async (req: Request; res: Response) => {,UNCLASSIFIED,,,UNCLASSIFIED,,
446,server/src/routes/frameworks.ts,189,router.post('/:id/regenerate-mappings'; authorize('admin'; 'editor'); asyncHandler(async (req: Request; res: Response) => {,UNCLASSIFIED,,,UNCLASSIFIED,,
447,server/src/routes/frameworks.ts,204,router.get('/'; asyncHandler(frameworksController.list.bind(frameworksController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
448,server/src/routes/frameworks.ts,205,router.get('/:id'; asyncHandler(frameworksController.getById.bind(frameworksController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
449,server/src/routes/frameworks.ts,206,router.post('/'; authorize('admin'; 'editor'); enforceLimit('maxFrameworks'); validateBody(createFrameworkSchema); asyncHandler(frameworksController.create.bind(frameworksController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
450,server/src/routes/frameworks.ts,207,router.patch('/:id'; authorize('admin'; 'editor'); validateBody(updateFrameworkSchema); asyncHandler(frameworksController.update.bind(frameworksController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
451,server/src/routes/frameworks.ts,208,router.delete('/:id'; authorize('admin'); asyncHandler(frameworksController.delete.bind(frameworksController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
452,server/src/routes/frameworks.ts,209,router.get('/:frameworkId/controls/:controlId/export'; authorize('admin'; 'editor'); asyncHandler(frameworksController.exportControl.bind(frameworksController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
453,server/src/routes/frameworks.ts,212,router.post('/:frameworkId/controls'; authorize('admin'; 'editor'); validateBody(createControlSchema); asyncHandler(frameworksController.createControl.bind(frameworksController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
454,server/src/routes/frameworks.ts,213,router.patch('/:frameworkId/controls/:controlId'; authorize('admin'; 'editor'); validateBody(updateControlSchema); asyncHandler(frameworksController.updateControl.bind(frameworksController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
455,server/src/routes/frameworks.ts,214,router.post('/:frameworkId/controls/bulk-update'; authorize('admin'; 'editor'); validateBody(bulkUpdateControlsSchema); asyncHandler(frameworksController.bulkUpdateControls.bind(frameworksController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
456,server/src/routes/frameworks.ts,215,router.delete('/:frameworkId/controls/:controlId'; authorize('admin'; 'editor'); asyncHandler(frameworksController.deleteControl.bind(frameworksController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
457,server/src/routes/frameworks.ts,218,router.post('/:frameworkId/controls/:controlId/evidence'; authorize('admin'; 'editor'); upload.single('file'); asyncHandler(frameworksController.uploadEvidence.bind(frameworksController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
458,server/src/routes/frameworks.ts,219,router.get('/:frameworkId/controls/:controlId/evidence/url'; authenticate; asyncHandler(frameworksController.getEvidenceUrl.bind(frameworksController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
459,server/src/routes/frameworks.ts,222,router.post('/:frameworkId/smart-upload'; authorize('admin'; 'editor'); upload.single('file'); asyncHandler(frameworksController.smartUpload.bind(frameworksController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
460,server/src/routes/frameworks.ts,225,router.get('/:frameworkId/suggestions'; authenticate; asyncHandler(frameworksController.getSuggestions.bind(frameworksController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
461,server/src/routes/frameworks.ts,226,router.post('/suggestions/:suggestionId/accept'; authorize('admin'; 'editor'); asyncHandler(frameworksController.acceptSuggestion.bind(frameworksController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
462,server/src/routes/frameworks.ts,227,router.post('/suggestions/:suggestionId/reject'; authorize('admin'; 'editor'); validateBody(rejectSuggestionSchema); asyncHandler(frameworksController.rejectSuggestion.bind(frameworksController)));,UNCLASSIFIED,,,UNCLASSIFIED,,
463,server/src/routes/executive.ts,49,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
464,server/src/routes/executive.ts,252,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
465,server/src/routes/executive.ts,300,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
466,server/src/routes/executive.ts,475,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
467,server/src/routes/ropa.ts,84,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
468,server/src/routes/ropa.ts,147,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
469,server/src/routes/ropa.ts,239,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
470,server/src/routes/ropa.ts,275,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
471,server/src/routes/ropa.ts,365,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
472,server/src/routes/ropa.ts,391,router.patch(,UNCLASSIFIED,,,UNCLASSIFIED,,
473,server/src/routes/ropa.ts,438,router.delete(,UNCLASSIFIED,,,UNCLASSIFIED,,
474,server/src/routes/ropa.ts,469,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
475,server/src/routes/auditor.ts,35,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
476,server/src/routes/auditor.ts,49,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
477,server/src/routes/auditor.ts,64,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
478,server/src/routes/auditor.ts,74,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
479,server/src/routes/auditor.ts,86,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
480,server/src/routes/auditor.ts,96,router.patch(,UNCLASSIFIED,,,UNCLASSIFIED,,
481,server/src/routes/auditor.ts,108,router.delete(,UNCLASSIFIED,,,UNCLASSIFIED,,
482,server/src/routes/auditor.ts,123,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
483,server/src/routes/auditor.ts,133,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
484,server/src/routes/auditor.ts,145,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
485,server/src/routes/auditor.ts,155,router.patch(,UNCLASSIFIED,,,UNCLASSIFIED,,
486,server/src/routes/auditor.ts,167,router.delete(,UNCLASSIFIED,,,UNCLASSIFIED,,
487,server/src/routes/auditor.ts,182,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
488,server/src/routes/auditor.ts,192,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
489,server/src/routes/auditor.ts,207,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
490,server/src/routes/auditor.ts,217,router.patch(,UNCLASSIFIED,,,UNCLASSIFIED,,
491,server/src/routes/auditor.ts,229,router.delete(,UNCLASSIFIED,,,UNCLASSIFIED,,
492,server/src/routes/auditor.ts,244,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
493,server/src/routes/auditor.ts,254,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
494,server/src/routes/auditor.ts,269,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
495,server/src/routes/auditor.ts,279,router.patch(,UNCLASSIFIED,,,UNCLASSIFIED,,
496,server/src/routes/auditor.ts,291,router.delete(,UNCLASSIFIED,,,UNCLASSIFIED,,
497,server/src/routes/auditor.ts,306,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
498,server/src/routes/auditor.ts,316,router.post(,UNCLASSIFIED,,,UNCLASSIFIED,,
499,server/src/routes/auditor.ts,331,router.get(,UNCLASSIFIED,,,UNCLASSIFIED,,
500,server/src/routes/auditor.ts,341,router.patch(,UNCLASSIFIED,,,UNCLASSIFIED,,
